Element Type: DimNode 0, GUID: 8C17BCB1-3B85-40B6-A9CF-59D1E73910C0, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 0, Length: 0.00, DimNode 0 Bounding Box: [(-90.31, -24.85, 0.00), (-90.29, -24.84, 0.00)], Position: (-90.30, -24.85), Info String: Dim Node 0
Element Type: DimNode 283, GUID: 198778A6-7A07-45D7-8282-595414C203D5, Associated Element GUID: 2AA50693-447B-4164-B247-B318D78F5BC3, Text: 20, Length: 0.20, DimNode 283 Bounding Box: [(-73.32, -27.31, 0.00), (-73.31, -27.30, 0.00)], Position: (-73.31, -27.30), Info String: Dim Node 283
Element Type: DimNode 284, GUID: 198778A6-7A07-45D7-8282-595414C203D5, Associated Element GUID: B9FF9F83-1FF0-47E7-AEAA-47AB96AB305D, Text: 150, Length: 1.50, DimNode 284 Bounding Box: [(-73.32, -25.81, 0.00), (-73.31, -25.80, 0.00)], Position: (-73.31, -25.80), Info String: Dim Node 284
Element Type: DimNode 285, GUID: 198778A6-7A07-45D7-8282-595414C203D5, Associated Element GUID: B9FF9F83-1FF0-47E7-AEAA-47AB96AB305D, Text: 20, Length: 0.20, DimNode 285 Bounding Box: [(-73.32, -25.60, 0.00), (-73.31, -25.59, 0.00)], Position: (-73.31, -25.60), Info String: Dim Node 285
Element Type: DimNode 286, GUID: 198778A6-7A07-45D7-8282-595414C203D5, Associated Element GUID: 0DE42EB6-1B5B-48EE-B424-557A44E854F8, Text: 500, Length: 5.00, DimNode 286 Bounding Box: [(-73.32, -20.60, 0.00), (-73.31, -20.59, 0.00)], Position: (-73.31, -20.60), Info String: Dim Node 286
Element Type: DimNode 287, GUID: 198778A6-7A07-45D7-8282-595414C203D5, Associated Element GUID: 0DE42EB6-1B5B-48EE-B424-557A44E854F8, Text: 10, Length: 0.10, DimNode 287 Bounding Box: [(-73.32, -20.50, 0.00), (-73.31, -20.49, 0.00)], Position: (-73.31, -20.50), Info String: Dim Node 287
Element Type: DimNode 288, GUID: 198778A6-7A07-45D7-8282-595414C203D5, Associated Element GUID: 6A6774FD-2743-46EE-9012-9C18185B0D2D, Text: 110, Length: 1.10, DimNode 288 Bounding Box: [(-73.32, -19.41, 0.00), (-73.31, -19.40, 0.00)], Position: (-73.31, -19.40), Info String: Dim Node 288
Element Type: DimNode 289, GUID: 198778A6-7A07-45D7-8282-595414C203D5, Associated Element GUID: 6A6774FD-2743-46EE-9012-9C18185B0D2D, Text: 10, Length: 0.10, DimNode 289 Bounding Box: [(-73.32, -19.31, 0.00), (-73.31, -19.30, 0.00)], Position: (-73.31, -19.30), Info String: Dim Node 289
Element Type: DimNode 290, GUID: 198778A6-7A07-45D7-8282-595414C203D5, Associated Element GUID: 142C517E-CB2A-411A-9FFD-C903AC049AFB, Text: 210, Length: 2.10, DimNode 290 Bounding Box: [(-73.32, -17.20, 0.00), (-73.31, -17.19, 0.00)], Position: (-73.31, -17.20), Info String: Dim Node 290
Element Type: DimNode 291, GUID: 198778A6-7A07-45D7-8282-595414C203D5, Associated Element GUID: 142C517E-CB2A-411A-9FFD-C903AC049AFB, Text: 30, Length: 0.30, DimNode 291 Bounding Box: [(-73.32, -16.91, 0.00), (-73.31, -16.90, 0.00)], Position: (-73.31, -16.90), Info String: Dim Node 291
Element Type: DimNode 292, GUID: 198778A6-7A07-45D7-8282-595414C203D5, Associated Element GUID: D7325856-21B9-42BD-BFDE-B28E0A6C096D, Text: 265, Length: 2.65, DimNode 292 Bounding Box: [(-73.32, -14.26, 0.00), (-73.31, -14.24, 0.00)], Position: (-73.31, -14.25), Info String: Dim Node 292
Element Type: DimNode 293, GUID: 198778A6-7A07-45D7-8282-595414C203D5, Associated Element GUID: D7325856-21B9-42BD-BFDE-B28E0A6C096D, Text: 25, Length: 0.25, DimNode 293 Bounding Box: [(-73.32, -14.01, 0.00), (-73.31, -13.99, 0.00)], Position: (-73.31, -14.00), Info String: Dim Node 293
Element Type: DimNode 294, GUID: 198778A6-7A07-45D7-8282-595414C203D5, Associated Element GUID: 960E50BB-E8D1-4190-9F7B-C21404C1A278, Text: 341, Length: 3.41, DimNode 294 Bounding Box: [(-73.32, -10.59, 0.00), (-73.31, -10.59, 0.00)], Position: (-73.31, -10.59), Info String: Dim Node 294
Element Type: DimNode 295, GUID: 198778A6-7A07-45D7-8282-595414C203D5, Associated Element GUID: 26F8C880-1F9A-4A27-B09C-96F26DF97F53, Text: 179, Length: 1.79, DimNode 295 Bounding Box: [(-73.32, -8.80, 0.00), (-73.31, -8.80, 0.00)], Position: (-73.31, -8.80), Info String: Dim Node 295
Element Type: DimNode 296, GUID: 198778A6-7A07-45D7-8282-595414C203D5, Associated Element GUID: 26F8C880-1F9A-4A27-B09C-96F26DF97F53, Text: 20, Length: 0.20, DimNode 296 Bounding Box: [(-73.32, -8.60, 0.00), (-73.31, -8.59, 0.00)], Position: (-73.31, -8.60), Info String: Dim Node 296
Element Type: DimNode 297, GUID: 198778A6-7A07-45D7-8282-595414C203D5, Associated Element GUID: 66BDF45C-3F5F-4598-9443-75C6A1651139, Text: 130, Length: 1.30, DimNode 297 Bounding Box: [(-73.32, -7.30, 0.00), (-73.31, -7.30, 0.00)], Position: (-73.31, -7.30), Info String: Dim Node 297
Element Type: DimNode 298, GUID: 198778A6-7A07-45D7-8282-595414C203D5, Associated Element GUID: 66BDF45C-3F5F-4598-9443-75C6A1651139, Text: 20, Length: 0.20, DimNode 298 Bounding Box: [(-73.32, -7.11, 0.00), (-73.31, -7.09, 0.00)], Position: (-73.31, -7.10), Info String: Dim Node 298
Element Type: Dimension, GUID: 198778A6-7A07-45D7-8282-595414C203D5, Dimension Bounding Box: [(-73.41, -27.56, 0.20), (-73.22, -7.04, 0.20)], Length: 20.40, Info String: Dim 15
Element Type: DimNode 299, GUID: EF228BF9-96CF-4375-815D-07D4FBBB4C6B, Associated Element GUID: 979CB8DD-0364-4E3F-B55C-B984571D8200, Text: 0, Length: 0.00, DimNode 299 Bounding Box: [(-64.42, -27.31, 0.00), (-64.41, -27.30, 0.00)], Position: (-64.42, -27.30), Info String: Dim Node 299
Element Type: DimNode 300, GUID: EF228BF9-96CF-4375-815D-07D4FBBB4C6B, Associated Element GUID: 979CB8DD-0364-4E3F-B55C-B984571D8200, Text: 20, Length: 0.20, DimNode 300 Bounding Box: [(-64.42, -27.10, 0.00), (-64.41, -27.09, 0.00)], Position: (-64.42, -27.10), Info String: Dim Node 300
Element Type: DimNode 301, GUID: EF228BF9-96CF-4375-815D-07D4FBBB4C6B, Associated Element GUID: 441BE80F-E1B3-483A-9065-C5B083CE7CD6, Text: 840, Length: 8.40, DimNode 301 Bounding Box: [(-64.42, -18.70, 0.00), (-64.41, -18.69, 0.00)], Position: (-64.42, -18.70), Info String: Dim Node 301
Element Type: DimNode 302, GUID: EF228BF9-96CF-4375-815D-07D4FBBB4C6B, Associated Element GUID: 441BE80F-E1B3-483A-9065-C5B083CE7CD6, Text: 20, Length: 0.20, DimNode 302 Bounding Box: [(-64.42, -18.50, 0.00), (-64.41, -18.50, 0.00)], Position: (-64.42, -18.50), Info String: Dim Node 302
Element Type: DimNode 303, GUID: EF228BF9-96CF-4375-815D-07D4FBBB4C6B, Associated Element GUID: B46B409B-611B-4E94-AD30-CAD0825D165A, Text: 130, Length: 1.30, DimNode 303 Bounding Box: [(-64.42, -17.20, 0.00), (-64.41, -17.19, 0.00)], Position: (-64.42, -17.20), Info String: Dim Node 303
Element Type: DimNode 304, GUID: EF228BF9-96CF-4375-815D-07D4FBBB4C6B, Associated Element GUID: B46B409B-611B-4E94-AD30-CAD0825D165A, Text: 20, Length: 0.20, DimNode 304 Bounding Box: [(-64.42, -17.00, 0.00), (-64.41, -17.00, 0.00)], Position: (-64.42, -17.00), Info String: Dim Node 304
Element Type: DimNode 305, GUID: EF228BF9-96CF-4375-815D-07D4FBBB4C6B, Associated Element GUID: EF47CBCE-E0C1-4BA5-8C82-67DC6B709294, Text: 835, Length: 8.35, DimNode 305 Bounding Box: [(-64.42, -8.65, 0.00), (-64.41, -8.64, 0.00)], Position: (-64.42, -8.65), Info String: Dim Node 305
Element Type: DimNode 306, GUID: EF228BF9-96CF-4375-815D-07D4FBBB4C6B, Associated Element GUID: EF47CBCE-E0C1-4BA5-8C82-67DC6B709294, Text: 10, Length: 0.10, DimNode 306 Bounding Box: [(-64.42, -8.56, 0.00), (-64.41, -8.55, 0.00)], Position: (-64.42, -8.55), Info String: Dim Node 306
Element Type: DimNode 307, GUID: EF228BF9-96CF-4375-815D-07D4FBBB4C6B, Associated Element GUID: 66BDF45C-3F5F-4598-9443-75C6A1651139, Text: 125, Length: 1.25, DimNode 307 Bounding Box: [(-64.42, -7.30, 0.00), (-64.41, -7.30, 0.00)], Position: (-64.42, -7.30), Info String: Dim Node 307
Element Type: DimNode 308, GUID: EF228BF9-96CF-4375-815D-07D4FBBB4C6B, Associated Element GUID: 66BDF45C-3F5F-4598-9443-75C6A1651139, Text: 20, Length: 0.20, DimNode 308 Bounding Box: [(-64.42, -7.11, 0.00), (-64.41, -7.09, 0.00)], Position: (-64.42, -7.10), Info String: Dim Node 308
Element Type: Dimension, GUID: EF228BF9-96CF-4375-815D-07D4FBBB4C6B, Dimension Bounding Box: [(-64.51, -27.36, 0.20), (-64.32, -7.04, 0.20)], Length: 20.20, Info String: Dim 16
Element Type: DimNode 309, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, Associated Element GUID: 836E32F0-E045-46A1-AF97-E20FBA0C0FEE, Text: 0, Length: 0.00, DimNode 309 Bounding Box: [(-76.54, -27.50, 0.00), (-76.53, -27.50, 0.00)], Position: (-76.54, -27.50), Info String: Dim Node 309
Element Type: DimNode 310, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, Associated Element GUID: D8FD1F33-C01F-4BC5-8498-3C5AAAD1E7D2, Text: 20, Length: 0.20, DimNode 310 Bounding Box: [(-76.54, -27.31, 0.00), (-76.53, -27.30, 0.00)], Position: (-76.54, -27.30), Info String: Dim Node 310
Element Type: DimNode 311, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, Associated Element GUID: D8FD1F33-C01F-4BC5-8498-3C5AAAD1E7D2, Text: 20, Length: 0.20, DimNode 311 Bounding Box: [(-76.54, -27.10, 0.00), (-76.53, -27.09, 0.00)], Position: (-76.54, -27.10), Info String: Dim Node 311
Element Type: DimNode 312, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, Associated Element GUID: 7A7EFB88-034A-4C20-8874-1BD34E475EE6, Text: 650, Length: 6.50, DimNode 312 Bounding Box: [(-76.54, -20.60, 0.00), (-76.53, -20.59, 0.00)], Position: (-76.54, -20.60), Info String: Dim Node 312
Element Type: DimNode 313, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, Associated Element GUID: 7A7EFB88-034A-4C20-8874-1BD34E475EE6, Text: 10, Length: 0.10, DimNode 313 Bounding Box: [(-76.54, -20.50, 0.00), (-76.53, -20.49, 0.00)], Position: (-76.54, -20.50), Info String: Dim Node 313
Element Type: DimNode 314, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, Associated Element GUID: 1F081EDE-EBC4-447B-8F61-989B43C31AC8, Text: 180, Length: 1.80, DimNode 314 Bounding Box: [(-76.54, -18.70, 0.00), (-76.53, -18.69, 0.00)], Position: (-76.54, -18.70), Info String: Dim Node 314
Element Type: DimNode 315, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, Associated Element GUID: 1F081EDE-EBC4-447B-8F61-989B43C31AC8, Text: 20, Length: 0.20, DimNode 315 Bounding Box: [(-76.54, -18.50, 0.00), (-76.53, -18.50, 0.00)], Position: (-76.54, -18.50), Info String: Dim Node 315
Element Type: DimNode 316, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, Associated Element GUID: 9F41F4CA-9A60-437C-A809-32B501ECB990, Text: 130, Length: 1.30, DimNode 316 Bounding Box: [(-76.54, -17.20, 0.00), (-76.53, -17.19, 0.00)], Position: (-76.54, -17.20), Info String: Dim Node 316
Element Type: DimNode 317, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, Associated Element GUID: 9F41F4CA-9A60-437C-A809-32B501ECB990, Text: 5, Length: 0.05, DimNode 317 Bounding Box: [(-76.54, -17.16, 0.00), (-76.53, -17.15, 0.00)], Position: (-76.54, -17.15), Info String: Dim Node 317
Element Type: DimNode 318, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, Associated Element GUID: 87B11428-D245-4453-8C51-2AE3CC4D08B6, Text: 155, Length: 1.55, DimNode 318 Bounding Box: [(-76.54, -15.60, 0.00), (-76.53, -15.60, 0.00)], Position: (-76.54, -15.60), Info String: Dim Node 318
Element Type: DimNode 319, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, Associated Element GUID: 87B11428-D245-4453-8C51-2AE3CC4D08B6, Text: 10, Length: 0.10, DimNode 319 Bounding Box: [(-76.54, -15.51, 0.00), (-76.53, -15.49, 0.00)], Position: (-76.54, -15.50), Info String: Dim Node 319
Element Type: DimNode 320, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, Associated Element GUID: 14E7AF3C-9E5D-46BB-977A-8C6DF59E9EF1, Text: 125, Length: 1.25, DimNode 320 Bounding Box: [(-76.54, -14.26, 0.00), (-76.53, -14.24, 0.00)], Position: (-76.54, -14.25), Info String: Dim Node 320
Element Type: DimNode 321, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, Associated Element GUID: 14E7AF3C-9E5D-46BB-977A-8C6DF59E9EF1, Text: 25, Length: 0.25, DimNode 321 Bounding Box: [(-76.54, -14.01, 0.00), (-76.53, -13.99, 0.00)], Position: (-76.54, -14.00), Info String: Dim Node 321
Element Type: DimNode 322, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, Associated Element GUID: 8ABE7152-97BD-4769-9ADF-6F5D02F519F3, Text: 440, Length: 4.40, DimNode 322 Bounding Box: [(-76.54, -9.60, 0.00), (-76.53, -9.59, 0.00)], Position: (-76.54, -9.60), Info String: Dim Node 322
Element Type: DimNode 323, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, Associated Element GUID: 8ABE7152-97BD-4769-9ADF-6F5D02F519F3, Text: 30, Length: 0.30, DimNode 323 Bounding Box: [(-76.54, -9.30, 0.00), (-76.53, -9.30, 0.00)], Position: (-76.54, -9.30), Info String: Dim Node 323
Element Type: DimNode 324, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, Associated Element GUID: 03416B0D-F57C-4D85-B509-9E179229E647, Text: 65, Length: 0.65, DimNode 324 Bounding Box: [(-76.54, -8.65, 0.00), (-76.53, -8.64, 0.00)], Position: (-76.54, -8.65), Info String: Dim Node 324
Element Type: DimNode 325, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, Associated Element GUID: 03416B0D-F57C-4D85-B509-9E179229E647, Text: 5, Length: 0.05, DimNode 325 Bounding Box: [(-76.54, -8.60, 0.00), (-76.53, -8.59, 0.00)], Position: (-76.54, -8.60), Info String: Dim Node 325
Element Type: DimNode 326, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, Associated Element GUID: 66BDF45C-3F5F-4598-9443-75C6A1651139, Text: 130, Length: 1.30, DimNode 326 Bounding Box: [(-76.54, -7.30, 0.00), (-76.53, -7.30, 0.00)], Position: (-76.54, -7.30), Info String: Dim Node 326
Element Type: DimNode 327, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, Associated Element GUID: 66BDF45C-3F5F-4598-9443-75C6A1651139, Text: 20, Length: 0.20, DimNode 327 Bounding Box: [(-76.54, -7.11, 0.00), (-76.53, -7.09, 0.00)], Position: (-76.54, -7.10), Info String: Dim Node 327
Element Type: Dimension, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, Dimension Bounding Box: [(-76.63, -27.56, 0.20), (-76.44, -7.04, 0.20)], Length: 20.40, Info String: Dim 17
Element Type: DimNode 328, GUID: ECEB77A5-D186-417A-AE83-98ADD248DE6D, Associated Element GUID: 81C4C5B9-9A9D-4491-A098-6AC842BC4978, Text: 0, Length: 0.00, DimNode 328 Bounding Box: [(-93.46, -25.81, 0.00), (-93.45, -25.80, 0.00)], Position: (-93.45, -25.80), Info String: Dim Node 328
Element Type: DimNode 329, GUID: ECEB77A5-D186-417A-AE83-98ADD248DE6D, Associated Element GUID: 3FE243E6-FC8C-4406-B8AD-2A83919A1931, Text: 730, Length: 7.30, DimNode 329 Bounding Box: [(-93.46, -18.50, 0.00), (-93.45, -18.50, 0.00)], Position: (-93.45, -18.50), Info String: Dim Node 329
Element Type: DimNode 330, GUID: ECEB77A5-D186-417A-AE83-98ADD248DE6D, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 130, Length: 1.30, DimNode 330 Bounding Box: [(-93.46, -17.20, 0.00), (-93.45, -17.19, 0.00)], Position: (-93.45, -17.20), Info String: Dim Node 330
Element Type: DimNode 331, GUID: ECEB77A5-D186-417A-AE83-98ADD248DE6D, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 290, Length: 2.90, DimNode 331 Bounding Box: [(-93.46, -14.30, 0.00), (-93.45, -14.30, 0.00)], Position: (-93.45, -14.30), Info String: Dim Node 331
Element Type: DimNode 332, GUID: ECEB77A5-D186-417A-AE83-98ADD248DE6D, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 140, Length: 1.40, DimNode 332 Bounding Box: [(-93.46, -12.90, 0.00), (-93.45, -12.90, 0.00)], Position: (-93.45, -12.90), Info String: Dim Node 332
Element Type: DimNode 333, GUID: ECEB77A5-D186-417A-AE83-98ADD248DE6D, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 150, Length: 1.50, DimNode 333 Bounding Box: [(-93.46, -11.40, 0.00), (-93.45, -11.40, 0.00)], Position: (-93.45, -11.40), Info String: Dim Node 333
Element Type: DimNode 334, GUID: ECEB77A5-D186-417A-AE83-98ADD248DE6D, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 180, Length: 1.80, DimNode 334 Bounding Box: [(-93.46, -9.60, 0.00), (-93.45, -9.59, 0.00)], Position: (-93.45, -9.60), Info String: Dim Node 334
Element Type: DimNode 335, GUID: ECEB77A5-D186-417A-AE83-98ADD248DE6D, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 100, Length: 1.00, DimNode 335 Bounding Box: [(-93.46, -8.61, 0.00), (-93.45, -8.60, 0.00)], Position: (-93.45, -8.60), Info String: Dim Node 335
Element Type: DimNode 336, GUID: ECEB77A5-D186-417A-AE83-98ADD248DE6D, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 860, Length: 8.60, DimNode 336 Bounding Box: [(-93.46, -0.01, 0.00), (-93.45, 0.00, 0.00)], Position: (-93.45, -0.00), Info String: Dim Node 336
Element Type: DimNode 337, GUID: ECEB77A5-D186-417A-AE83-98ADD248DE6D, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 610, Length: 6.10, DimNode 337 Bounding Box: [(-93.46, 6.10, 0.00), (-93.45, 6.11, 0.00)], Position: (-93.45, 6.10), Info String: Dim Node 337
Element Type: Dimension, GUID: ECEB77A5-D186-417A-AE83-98ADD248DE6D, Dimension Bounding Box: [(-93.54, -25.86, 0.20), (-93.36, 6.16, 0.20)], Length: 31.90, Info String: Dim 18
Element Type: DimNode 338, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 0, Length: 0.00, DimNode 338 Bounding Box: [(-88.60, -32.87, 0.00), (-88.60, -32.86, 0.00)], Position: (-88.60, -32.87), Info String: Dim Node 338
Element Type: DimNode 339, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 660, Length: 6.60, DimNode 339 Bounding Box: [(-82.00, -32.87, 0.00), (-82.00, -32.86, 0.00)], Position: (-82.00, -32.87), Info String: Dim Node 339
Element Type: DimNode 340, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 350, Length: 3.50, DimNode 340 Bounding Box: [(-78.50, -32.87, 0.00), (-78.50, -32.86, 0.00)], Position: (-78.50, -32.87), Info String: Dim Node 340
Element Type: DimNode 341, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 270, Length: 2.70, DimNode 341 Bounding Box: [(-75.81, -32.87, 0.00), (-75.79, -32.86, 0.00)], Position: (-75.80, -32.87), Info String: Dim Node 341
Element Type: DimNode 342, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 315, Length: 3.15, DimNode 342 Bounding Box: [(-72.65, -32.87, 0.00), (-72.64, -32.86, 0.00)], Position: (-72.65, -32.87), Info String: Dim Node 342
Element Type: DimNode 343, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 110, Length: 1.10, DimNode 343 Bounding Box: [(-71.56, -32.87, 0.00), (-71.54, -32.86, 0.00)], Position: (-71.55, -32.87), Info String: Dim Node 343
Element Type: DimNode 344, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 235, Length: 2.35, DimNode 344 Bounding Box: [(-69.21, -32.87, 0.00), (-69.19, -32.86, 0.00)], Position: (-69.20, -32.87), Info String: Dim Node 344
Element Type: DimNode 345, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, Associated Element GUID: 979CB8DD-0364-4E3F-B55C-B984571D8200, Text: 620, Length: 6.20, DimNode 345 Bounding Box: [(-63.01, -32.87, 0.00), (-62.99, -32.86, 0.00)], Position: (-63.00, -32.87), Info String: Dim Node 345
Element Type: DimNode 346, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, Associated Element GUID: 5C02E0F3-0B45-454C-85CA-28B45CA550C7, Text: 10, Length: 0.10, DimNode 346 Bounding Box: [(-62.90, -32.87, 0.00), (-62.90, -32.86, 0.00)], Position: (-62.90, -32.87), Info String: Dim Node 346
Element Type: DimNode 347, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 640, Length: 6.40, DimNode 347 Bounding Box: [(-56.51, -32.87, 0.00), (-56.49, -32.86, 0.00)], Position: (-56.50, -32.87), Info String: Dim Node 347
Element Type: DimNode 348, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 615, Length: 6.15, DimNode 348 Bounding Box: [(-50.35, -32.87, 0.00), (-50.35, -32.86, 0.00)], Position: (-50.35, -32.87), Info String: Dim Node 348
Element Type: DimNode 349, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 595, Length: 5.95, DimNode 349 Bounding Box: [(-44.40, -32.87, 0.00), (-44.40, -32.86, 0.00)], Position: (-44.40, -32.87), Info String: Dim Node 349
Element Type: DimNode 350, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 595, Length: 5.95, DimNode 350 Bounding Box: [(-38.45, -32.87, 0.00), (-38.44, -32.86, 0.00)], Position: (-38.45, -32.87), Info String: Dim Node 350
Element Type: DimNode 351, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 615, Length: 6.15, DimNode 351 Bounding Box: [(-32.31, -32.87, 0.00), (-32.29, -32.86, 0.00)], Position: (-32.30, -32.87), Info String: Dim Node 351
Element Type: DimNode 352, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, Associated Element GUID: DD1E90DC-46CC-403F-BA9F-E6402BB8059D, Text: 640, Length: 6.40, DimNode 352 Bounding Box: [(-25.90, -32.87, 0.00), (-25.90, -32.86, 0.00)], Position: (-25.90, -32.87), Info String: Dim Node 352
Element Type: DimNode 353, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, Associated Element GUID: DF96E44F-6757-403E-A428-77BF8CBA082B, Text: 10, Length: 0.10, DimNode 353 Bounding Box: [(-25.80, -32.87, 0.00), (-25.80, -32.86, 0.00)], Position: (-25.80, -32.87), Info String: Dim Node 353
Element Type: DimNode 354, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 660, Length: 6.60, DimNode 354 Bounding Box: [(-19.20, -32.87, 0.00), (-19.19, -32.86, 0.00)], Position: (-19.20, -32.87), Info String: Dim Node 354
