Element Type: DimNode 0, GUID: 1EC6ABC4-0C95-4E69-A11B-E1A33A6ED17B, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 0, Length: 0.00, DimNode 0 Bounding Box: [(-88.60, -1.73, 0.00), (-88.60, -1.72, 0.00)], Position: (-88.60, -1.72), Info String: Dim Node 0
Element Type: Dimension, GUID: DDE31A81-D54F-47BC-A0D0-FBC9CF7C294E, Dimension Bounding Box: [(-72.05, -21.56, 0.20), (-71.86, -2.59, 0.20)], Length: 18.85, Info String: Dim 23
Element Type: DimNode 391, GUID: 31730AA3-A7E6-469A-BFF0-2B2A71CDF0CB, Associated Element GUID: 958E6B7C-B94D-F391-9879-4CACFFF7A59C, Text: 0, Length: 0.00, DimNode 391 Bounding Box: [(-70.41, -27.00, 0.00), (-70.40, -26.99, 0.00)], Position: (-70.41, -27.00), Info String: Dim Node 391
Element Type: DimNode 392, GUID: 31730AA3-A7E6-469A-BFF0-2B2A71CDF0CB, Associated Element GUID: 7589B85C-E0AA-77C7-292F-35BE6A50B9BD, Text: 550, Length: 5.50, DimNode 392 Bounding Box: [(-70.41, -21.51, 0.00), (-70.40, -21.50, 0.00)], Position: (-70.41, -21.50), Info String: Dim Node 392
Element Type: DimNode 393, GUID: 31730AA3-A7E6-469A-BFF0-2B2A71CDF0CB, Associated Element GUID: 7589B85C-E0AA-77C7-292F-35BE6A50B9BD, Text: 10, Length: 0.10, DimNode 393 Bounding Box: [(-70.41, -21.41, 0.00), (-70.40, -21.40, 0.00)], Position: (-70.41, -21.40), Info String: Dim Node 393
Element Type: DimNode 394, GUID: 31730AA3-A7E6-469A-BFF0-2B2A71CDF0CB, Associated Element GUID: 5F7FB2C5-7B8F-2114-093C-4E5E057E467B, Text: 270, Length: 2.70, DimNode 394 Bounding Box: [(-70.41, -18.70, 0.00), (-70.40, -18.69, 0.00)], Position: (-70.41, -18.70), Info String: Dim Node 394
Element Type: DimNode 395, GUID: 31730AA3-A7E6-469A-BFF0-2B2A71CDF0CB, Associated Element GUID: 5F7FB2C5-7B8F-2114-093C-4E5E057E467B, Text: 20, Length: 0.20, DimNode 395 Bounding Box: [(-70.41, -18.51, 0.00), (-70.40, -18.50, 0.00)], Position: (-70.41, -18.50), Info String: Dim Node 395
Element Type: DimNode 396, GUID: 31730AA3-A7E6-469A-BFF0-2B2A71CDF0CB, Associated Element GUID: D699FE52-F6C9-C207-C56B-152A9B9F7ACC, Text: 130, Length: 1.30, DimNode 396 Bounding Box: [(-70.41, -17.20, 0.00), (-70.40, -17.19, 0.00)], Position: (-70.41, -17.20), Info String: Dim Node 396
Element Type: DimNode 397, GUID: 31730AA3-A7E6-469A-BFF0-2B2A71CDF0CB, Associated Element GUID: D699FE52-F6C9-C207-C56B-152A9B9F7ACC, Text: 20, Length: 0.20, DimNode 397 Bounding Box: [(-70.41, -17.00, 0.00), (-70.40, -17.00, 0.00)], Position: (-70.41, -17.00), Info String: Dim Node 397
Element Type: DimNode 398, GUID: 31730AA3-A7E6-469A-BFF0-2B2A71CDF0CB, Associated Element GUID: FDD207C4-3F36-E508-88F0-094292A06341, Text: 165, Length: 1.65, DimNode 398 Bounding Box: [(-70.41, -15.35, 0.00), (-70.40, -15.35, 0.00)], Position: (-70.41, -15.35), Info String: Dim Node 398
Element Type: DimNode 399, GUID: 31730AA3-A7E6-469A-BFF0-2B2A71CDF0CB, Associated Element GUID: FDD207C4-3F36-E508-88F0-094292A06341, Text: 15, Length: 0.15, DimNode 399 Bounding Box: [(-70.41, -15.20, 0.00), (-70.40, -15.19, 0.00)], Position: (-70.41, -15.20), Info String: Dim Node 399
Element Type: DimNode 400, GUID: 31730AA3-A7E6-469A-BFF0-2B2A71CDF0CB, Associated Element GUID: EC6720B9-2C11-35AB-FA92-CB7FB8D3511C, Text: 220, Length: 2.20, DimNode 400 Bounding Box: [(-70.41, -13.01, 0.00), (-70.40, -12.99, 0.00)], Position: (-70.41, -13.00), Info String: Dim Node 400
Element Type: DimNode 401, GUID: 31730AA3-A7E6-469A-BFF0-2B2A71CDF0CB, Associated Element GUID: EC6720B9-2C11-35AB-FA92-CB7FB8D3511C, Text: 20, Length: 0.20, DimNode 401 Bounding Box: [(-70.41, -12.81, 0.00), (-70.40, -12.80, 0.00)], Position: (-70.41, -12.80), Info String: Dim Node 401
Element Type: DimNode 402, GUID: 31730AA3-A7E6-469A-BFF0-2B2A71CDF0CB, Associated Element GUID: 4921110A-B1D9-0EEF-C0CE-F02FA0AD885E, Text: 220, Length: 2.20, DimNode 402 Bounding Box: [(-70.41, -10.61, 0.00), (-70.40, -10.60, 0.00)], Position: (-70.41, -10.60), Info String: Dim Node 402
Element Type: DimNode 403, GUID: 31730AA3-A7E6-469A-BFF0-2B2A71CDF0CB, Associated Element GUID: 4921110A-B1D9-0EEF-C0CE-F02FA0AD885E, Text: 15, Length: 0.15, DimNode 403 Bounding Box: [(-70.41, -10.45, 0.00), (-70.40, -10.44, 0.00)], Position: (-70.41, -10.45), Info String: Dim Node 403
Element Type: DimNode 404, GUID: 31730AA3-A7E6-469A-BFF0-2B2A71CDF0CB, Associated Element GUID: 90580D85-E959-132B-8C68-D47865C08E3B, Text: 165, Length: 1.65, DimNode 404 Bounding Box: [(-70.41, -8.81, 0.00), (-70.40, -8.80, 0.00)], Position: (-70.41, -8.80), Info String: Dim Node 404
Element Type: DimNode 405, GUID: 31730AA3-A7E6-469A-BFF0-2B2A71CDF0CB, Associated Element GUID: 90580D85-E959-132B-8C68-D47865C08E3B, Text: 20, Length: 0.20, DimNode 405 Bounding Box: [(-70.41, -8.60, 0.00), (-70.40, -8.60, 0.00)], Position: (-70.41, -8.60), Info String: Dim Node 405
Element Type: DimNode 406, GUID: 31730AA3-A7E6-469A-BFF0-2B2A71CDF0CB, Associated Element GUID: D54C1DB3-C497-58D9-B183-9D687D9849E8, Text: 130, Length: 1.30, DimNode 406 Bounding Box: [(-70.41, -7.30, 0.00), (-70.40, -7.30, 0.00)], Position: (-70.41, -7.30), Info String: Dim Node 406
Element Type: DimNode 407, GUID: 31730AA3-A7E6-469A-BFF0-2B2A71CDF0CB, Associated Element GUID: D54C1DB3-C497-58D9-B183-9D687D9849E8, Text: 20, Length: 0.20, DimNode 407 Bounding Box: [(-70.41, -7.11, 0.00), (-70.40, -7.09, 0.00)], Position: (-70.41, -7.10), Info String: Dim Node 407
Element Type: DimNode 408, GUID: 31730AA3-A7E6-469A-BFF0-2B2A71CDF0CB, Associated Element GUID: 42B801AF-6161-ECF9-1138-0F93DC850223, Text: 30, Length: 0.30, DimNode 408 Bounding Box: [(-70.41, -6.81, 0.00), (-70.40, -6.80, 0.00)], Position: (-70.41, -6.80), Info String: Dim Node 408
Element Type: DimNode 409, GUID: 31730AA3-A7E6-469A-BFF0-2B2A71CDF0CB, Associated Element GUID: 42B801AF-6161-ECF9-1138-0F93DC850223, Text: 80, Length: 0.80, DimNode 409 Bounding Box: [(-70.41, -6.01, 0.00), (-70.40, -5.99, 0.00)], Position: (-70.41, -6.00), Info String: Dim Node 409
Element Type: DimNode 410, GUID: 31730AA3-A7E6-469A-BFF0-2B2A71CDF0CB, Associated Element GUID: F72BC5DA-B64D-1A6D-990E-309E178003E6, Text: 80, Length: 0.80, DimNode 410 Bounding Box: [(-70.41, -5.20, 0.00), (-70.40, -5.19, 0.00)], Position: (-70.41, -5.20), Info String: Dim Node 410
Element Type: DimNode 411, GUID: 31730AA3-A7E6-469A-BFF0-2B2A71CDF0CB, Associated Element GUID: F72BC5DA-B64D-1A6D-990E-309E178003E6, Text: 20, Length: 0.20, DimNode 411 Bounding Box: [(-70.41, -5.01, 0.00), (-70.40, -4.99, 0.00)], Position: (-70.41, -5.00), Info String: Dim Node 411
Element Type: DimNode 412, GUID: 31730AA3-A7E6-469A-BFF0-2B2A71CDF0CB, Associated Element GUID: 75DF5EC4-C7EC-81FD-299B-CE309917EA00, Text: 225, Length: 2.25, DimNode 412 Bounding Box: [(-70.41, -2.76, 0.00), (-70.40, -2.75, 0.00)], Position: (-70.41, -2.75), Info String: Dim Node 412
Element Type: DimNode 413, GUID: 31730AA3-A7E6-469A-BFF0-2B2A71CDF0CB, Associated Element GUID: 75DF5EC4-C7EC-81FD-299B-CE309917EA00, Text: 10, Length: 0.10, DimNode 413 Bounding Box: [(-70.41, -2.66, 0.00), (-70.40, -2.65, 0.00)], Position: (-70.41, -2.65), Info String: Dim Node 413
Element Type: DimNode 414, GUID: 31730AA3-A7E6-469A-BFF0-2B2A71CDF0CB, Associated Element GUID: BDA718A3-9D5E-0032-3EBD-DF43A7252DDF, Text: 385, Length: 3.85, DimNode 414 Bounding Box: [(-70.41, 1.19, 0.00), (-70.40, 1.20, 0.00)], Position: (-70.41, 1.20), Info String: Dim Node 414
Element Type: Dimension, GUID: 31730AA3-A7E6-469A-BFF0-2B2A71CDF0CB, Dimension Bounding Box: [(-70.50, -27.06, 0.20), (-70.31, 1.26, 0.20)], Length: 28.20, Info String: Dim 24
Element Type: DimNode 415, GUID: F4AF5CE3-7DDE-40B1-9364-2A1245A60A47, Associated Element GUID: 171C6DCB-50D1-C8C4-CEFA-32833B2402FE, Text: 0, Length: 0.00, DimNode 415 Bounding Box: [(-67.76, -22.81, 0.00), (-67.75, -22.80, 0.00)], Position: (-67.76, -22.80), Info String: Dim Node 415
Element Type: DimNode 416, GUID: F4AF5CE3-7DDE-40B1-9364-2A1245A60A47, Associated Element GUID: 171C6DCB-50D1-C8C4-CEFA-32833B2402FE, Text: 10, Length: 0.10, DimNode 416 Bounding Box: [(-67.76, -22.70, 0.00), (-67.75, -22.69, 0.00)], Position: (-67.76, -22.70), Info String: Dim Node 416
Element Type: DimNode 417, GUID: F4AF5CE3-7DDE-40B1-9364-2A1245A60A47, Associated Element GUID: 83FA2AFA-5B00-50F3-86F6-DC8AD9C3B84D, Text: 110, Length: 1.10, DimNode 417 Bounding Box: [(-67.76, -21.61, 0.00), (-67.75, -21.60, 0.00)], Position: (-67.76, -21.60), Info String: Dim Node 417
Element Type: DimNode 418, GUID: F4AF5CE3-7DDE-40B1-9364-2A1245A60A47, Associated Element GUID: 931B7D10-9D34-7B1C-19B3-72DE64EE576C, Text: 128, Length: 1.28, DimNode 418 Bounding Box: [(-67.76, -20.33, 0.00), (-67.75, -20.32, 0.00)], Position: (-67.76, -20.32), Info String: Dim Node 418
Element Type: DimNode 419, GUID: F4AF5CE3-7DDE-40B1-9364-2A1245A60A47, Associated Element GUID: A80DD6DB-7350-CE54-1FEE-F2EC25800F73, Text: 162, Length: 1.62, DimNode 419 Bounding Box: [(-67.76, -18.70, 0.00), (-67.75, -18.69, 0.00)], Position: (-67.76, -18.70), Info String: Dim Node 419
Element Type: DimNode 420, GUID: F4AF5CE3-7DDE-40B1-9364-2A1245A60A47, Associated Element GUID: A80DD6DB-7350-CE54-1FEE-F2EC25800F73, Text: 20, Length: 0.20, DimNode 420 Bounding Box: [(-67.76, -18.51, 0.00), (-67.75, -18.50, 0.00)], Position: (-67.76, -18.50), Info String: Dim Node 420
Element Type: DimNode 421, GUID: F4AF5CE3-7DDE-40B1-9364-2A1245A60A47, Associated Element GUID: C3E783C8-2F75-1E24-F5A3-6126119447A0, Text: 130, Length: 1.30, DimNode 421 Bounding Box: [(-67.76, -17.20, 0.00), (-67.75, -17.19, 0.00)], Position: (-67.76, -17.20), Info String: Dim Node 421
Element Type: DimNode 422, GUID: F4AF5CE3-7DDE-40B1-9364-2A1245A60A47, Associated Element GUID: C3E783C8-2F75-1E24-F5A3-6126119447A0, Text: 20, Length: 0.20, DimNode 422 Bounding Box: [(-67.76, -17.00, 0.00), (-67.75, -17.00, 0.00)], Position: (-67.76, -17.00), Info String: Dim Node 422
Element Type: DimNode 423, GUID: F4AF5CE3-7DDE-40B1-9364-2A1245A60A47, Associated Element GUID: 20244071-F0EC-0DE4-BC1E-1B78F6054BC5, Text: 100, Length: 1.00, DimNode 423 Bounding Box: [(-67.76, -16.00, 0.00), (-67.75, -15.99, 0.00)], Position: (-67.76, -16.00), Info String: Dim Node 423
Element Type: DimNode 424, GUID: F4AF5CE3-7DDE-40B1-9364-2A1245A60A47, Associated Element GUID: EC6720B9-2C11-35AB-FA92-CB7FB8D3511C, Text: 300, Length: 3.00, DimNode 424 Bounding Box: [(-67.76, -13.01, 0.00), (-67.75, -12.99, 0.00)], Position: (-67.76, -13.00), Info String: Dim Node 424
Element Type: DimNode 425, GUID: F4AF5CE3-7DDE-40B1-9364-2A1245A60A47, Associated Element GUID: EC6720B9-2C11-35AB-FA92-CB7FB8D3511C, Text: 20, Length: 0.20, DimNode 425 Bounding Box: [(-67.76, -12.81, 0.00), (-67.75, -12.80, 0.00)], Position: (-67.76, -12.80), Info String: Dim Node 425
Element Type: DimNode 426, GUID: F4AF5CE3-7DDE-40B1-9364-2A1245A60A47, Associated Element GUID: F4CF86ED-DEEC-1950-C73A-8557B61B61F7, Text: 300, Length: 3.00, DimNode 426 Bounding Box: [(-67.76, -9.81, 0.00), (-67.75, -9.80, 0.00)], Position: (-67.76, -9.80), Info String: Dim Node 426
Element Type: DimNode 427, GUID: F4AF5CE3-7DDE-40B1-9364-2A1245A60A47, Associated Element GUID: B1E988CE-60E2-9BE1-8747-9FD80748C957, Text: 100, Length: 1.00, DimNode 427 Bounding Box: [(-67.76, -8.81, 0.00), (-67.75, -8.80, 0.00)], Position: (-67.76, -8.80), Info String: Dim Node 427
Element Type: DimNode 428, GUID: F4AF5CE3-7DDE-40B1-9364-2A1245A60A47, Associated Element GUID: B1E988CE-60E2-9BE1-8747-9FD80748C957, Text: 20, Length: 0.20, DimNode 428 Bounding Box: [(-67.76, -8.60, 0.00), (-67.75, -8.60, 0.00)], Position: (-67.76, -8.60), Info String: Dim Node 428
Element Type: DimNode 429, GUID: F4AF5CE3-7DDE-40B1-9364-2A1245A60A47, Associated Element GUID: F2DB1418-164A-A0D8-EC63-22EC38355A14, Text: 130, Length: 1.30, DimNode 429 Bounding Box: [(-67.76, -7.30, 0.00), (-67.75, -7.30, 0.00)], Position: (-67.76, -7.30), Info String: Dim Node 429
Element Type: DimNode 430, GUID: F4AF5CE3-7DDE-40B1-9364-2A1245A60A47, Associated Element GUID: F2DB1418-164A-A0D8-EC63-22EC38355A14, Text: 20, Length: 0.20, DimNode 430 Bounding Box: [(-67.76, -7.11, 0.00), (-67.75, -7.09, 0.00)], Position: (-67.76, -7.10), Info String: Dim Node 430
Element Type: DimNode 431, GUID: F4AF5CE3-7DDE-40B1-9364-2A1245A60A47, Associated Element GUID: A8C21FCF-E0C3-7F3E-4283-ABE913CF3952, Text: 100, Length: 1.00, DimNode 431 Bounding Box: [(-67.76, -6.11, 0.00), (-67.75, -6.10, 0.00)], Position: (-67.76, -6.10), Info String: Dim Node 431
Element Type: DimNode 432, GUID: F4AF5CE3-7DDE-40B1-9364-2A1245A60A47, Associated Element GUID: 3E637B33-AB64-DA2B-4D96-39F1F8E419CC, Text: 120, Length: 1.20, DimNode 432 Bounding Box: [(-67.76, -4.90, 0.00), (-67.75, -4.89, 0.00)], Position: (-67.76, -4.90), Info String: Dim Node 432
Element Type: DimNode 433, GUID: F4AF5CE3-7DDE-40B1-9364-2A1245A60A47, Associated Element GUID: 3E637B33-AB64-DA2B-4D96-39F1F8E419CC, Text: 10, Length: 0.10, DimNode 433 Bounding Box: [(-67.76, -4.80, 0.00), (-67.75, -4.80, 0.00)], Position: (-67.76, -4.80), Info String: Dim Node 433
Element Type: DimNode 434, GUID: F4AF5CE3-7DDE-40B1-9364-2A1245A60A47, Associated Element GUID: 8FC941F0-FB1B-B153-DF38-A182FCB42995, Text: 70, Length: 0.70, DimNode 434 Bounding Box: [(-67.76, -4.11, 0.00), (-67.75, -4.09, 0.00)], Position: (-67.76, -4.10), Info String: Dim Node 434
Element Type: DimNode 435, GUID: F4AF5CE3-7DDE-40B1-9364-2A1245A60A47, Associated Element GUID: 8FC941F0-FB1B-B153-DF38-A182FCB42995, Text: 90, Length: 0.90, DimNode 435 Bounding Box: [(-67.76, -3.20, 0.00), (-67.75, -3.19, 0.00)], Position: (-67.76, -3.20), Info String: Dim Node 435
Element Type: DimNode 436, GUID: F4AF5CE3-7DDE-40B1-9364-2A1245A60A47, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 440, Length: 4.40, DimNode 436 Bounding Box: [(-67.76, 1.19, 0.00), (-67.75, 1.20, 0.00)], Position: (-67.76, 1.20), Info String: Dim Node 436
Element Type: Dimension, GUID: F4AF5CE3-7DDE-40B1-9364-2A1245A60A47, Dimension Bounding Box: [(-67.85, -22.86, 0.20), (-67.66, 1.26, 0.20)], Length: 24.00, Info String: Dim 25
Element Type: DimNode 437, GUID: 137A4DFB-467D-441E-80B8-F982DEF14432, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 0, Length: 0.00, DimNode 437 Bounding Box: [(-64.49, -27.00, 0.00), (-64.48, -27.00, 0.00)], Position: (-64.48, -27.00), Info String: Dim Node 437
Element Type: DimNode 438, GUID: 137A4DFB-467D-441E-80B8-F982DEF14432, Associated Element GUID: 83FA2AFA-5B00-50F3-86F6-DC8AD9C3B84D, Text: 540, Length: 5.40, DimNode 438 Bounding Box: [(-64.49, -21.61, 0.00), (-64.48, -21.60, 0.00)], Position: (-64.48, -21.60), Info String: Dim Node 438
Element Type: DimNode 439, GUID: 137A4DFB-467D-441E-80B8-F982DEF14432, Associated Element GUID: 83FA2AFA-5B00-50F3-86F6-DC8AD9C3B84D, Text: 10, Length: 0.10, DimNode 439 Bounding Box: [(-64.49, -21.51, 0.00), (-64.48, -21.50, 0.00)], Position: (-64.48, -21.50), Info String: Dim Node 439
Element Type: DimNode 440, GUID: 137A4DFB-467D-441E-80B8-F982DEF14432, Associated Element GUID: BA410FE6-DE71-48A6-7127-26F0B3B0F50A, Text: 240, Length: 2.40, DimNode 440 Bounding Box: [(-64.49, -19.10, 0.00), (-64.48, -19.09, 0.00)], Position: (-64.48, -19.10), Info String: Dim Node 440
Element Type: DimNode 441, GUID: 137A4DFB-467D-441E-80B8-F982DEF14432, Associated Element GUID: BA410FE6-DE71-48A6-7127-26F0B3B0F50A, Text: 20, Length: 0.20, DimNode 441 Bounding Box: [(-64.49, -18.91, 0.00), (-64.48, -18.90, 0.00)], Position: (-64.48, -18.90), Info String: Dim Node 441
Element Type: DimNode 442, GUID: 137A4DFB-467D-441E-80B8-F982DEF14432, Associated Element GUID: 0DC015BB-0F7A-0494-51C0-F3A6D4E39D22, Text: 280, Length: 2.80, DimNode 442 Bounding Box: [(-64.49, -16.10, 0.00), (-64.48, -16.09, 0.00)], Position: (-64.48, -16.10), Info String: Dim Node 442
Element Type: DimNode 443, GUID: 137A4DFB-467D-441E-80B8-F982DEF14432, Associated Element GUID: 0DC015BB-0F7A-0494-51C0-F3A6D4E39D22, Text: 10, Length: 0.10, DimNode 443 Bounding Box: [(-64.49, -16.00, 0.00), (-64.48, -15.99, 0.00)], Position: (-64.48, -16.00), Info String: Dim Node 443
Element Type: DimNode 444, GUID: 137A4DFB-467D-441E-80B8-F982DEF14432, Associated Element GUID: EC6720B9-2C11-35AB-FA92-CB7FB8D3511C, Text: 300, Length: 3.00, DimNode 444 Bounding Box: [(-64.49, -13.01, 0.00), (-64.48, -12.99, 0.00)], Position: (-64.48, -13.00), Info String: Dim Node 444
Element Type: DimNode 445, GUID: 137A4DFB-467D-441E-80B8-F982DEF14432, Associated Element GUID: EC6720B9-2C11-35AB-FA92-CB7FB8D3511C, Text: 20, Length: 0.20, DimNode 445 Bounding Box: [(-64.49, -12.81, 0.00), (-64.48, -12.80, 0.00)], Position: (-64.48, -12.80), Info String: Dim Node 445
Element Type: DimNode 446, GUID: 137A4DFB-467D-441E-80B8-F982DEF14432, Associated Element GUID: 7A3BE6FB-B477-7B1C-D4CC-9175125C7D06, Text: 300, Length: 3.00, DimNode 446 Bounding Box: [(-64.49, -9.81, 0.00), (-64.48, -9.80, 0.00)], Position: (-64.48, -9.80), Info String: Dim Node 446
Element Type: DimNode 447, GUID: 137A4DFB-467D-441E-80B8-F982DEF14432, Associated Element GUID: 7A3BE6FB-B477-7B1C-D4CC-9175125C7D06, Text: 10, Length: 0.10, DimNode 447 Bounding Box: [(-64.49, -9.70, 0.00), (-64.48, -9.69, 0.00)], Position: (-64.48, -9.70), Info String: Dim Node 447
Element Type: DimNode 448, GUID: 137A4DFB-467D-441E-80B8-F982DEF14432, Associated Element GUID: 3F999FE4-0BA1-8D5A-2C2D-71E35AFD7669, Text: 280, Length: 2.80, DimNode 448 Bounding Box: [(-64.49, -6.90, 0.00), (-64.48, -6.89, 0.00)], Position: (-64.48, -6.90), Info String: Dim Node 448
Element Type: DimNode 449, GUID: 137A4DFB-467D-441E-80B8-F982DEF14432, Associated Element GUID: 3F999FE4-0BA1-8D5A-2C2D-71E35AFD7669, Text: 20, Length: 0.20, DimNode 449 Bounding Box: [(-64.49, -6.70, 0.00), (-64.48, -6.70, 0.00)], Position: (-64.48, -6.70), Info String: Dim Node 449
Element Type: DimNode 450, GUID: 137A4DFB-467D-441E-80B8-F982DEF14432, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 240, Length: 2.40, DimNode 450 Bounding Box: [(-64.49, -4.31, 0.00), (-64.48, -4.30, 0.00)], Position: (-64.48, -4.30), Info String: Dim Node 450
Element Type: DimNode 451, GUID: 137A4DFB-467D-441E-80B8-F982DEF14432, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 10, Length: 0.10, DimNode 451 Bounding Box: [(-64.49, -4.21, 0.00), (-64.48, -4.20, 0.00)], Position: (-64.48, -4.20), Info String: Dim Node 451
Element Type: DimNode 452, GUID: 137A4DFB-467D-441E-80B8-F982DEF14432, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 540, Length: 5.40, DimNode 452 Bounding Box: [(-64.49, 1.19, 0.00), (-64.48, 1.20, 0.00)], Position: (-64.48, 1.20), Info String: Dim Node 452
Element Type: Dimension, GUID: 137A4DFB-467D-441E-80B8-F982DEF14432, Dimension Bounding Box: [(-64.57, -27.06, 0.20), (-64.39, 1.26, 0.20)], Length: 28.20, Info String: Dim 26
Element Type: DimNode 453, GUID: 1CD53F5E-42AB-4120-8D6A-C5CAEA578657, Associated Element GUID: A8289BF1-E884-E4C8-4DD9-DB400A4888FE, Text: 0, Length: 0.00, DimNode 453 Bounding Box: [(-91.17, -27.00, 0.00), (-91.16, -26.99, 0.00)], Position: (-91.17, -27.00), Info String: Dim Node 453
Element Type: DimNode 454, GUID: 1CD53F5E-42AB-4120-8D6A-C5CAEA578657, Associated Element GUID: A3E2A841-14AA-8532-8511-953CE3DEBE7D, Text: 550, Length: 5.50, DimNode 454 Bounding Box: [(-91.17, -21.50, 0.00), (-91.16, -21.49, 0.00)], Position: (-91.17, -21.50), Info String: Dim Node 454
Element Type: DimNode 455, GUID: 1CD53F5E-42AB-4120-8D6A-C5CAEA578657, Associated Element GUID: 9084F96E-B747-C381-66F1-3363D06FC316, Text: 115, Length: 1.15, DimNode 455 Bounding Box: [(-91.17, -20.35, 0.00), (-91.16, -20.34, 0.00)], Position: (-91.17, -20.35), Info String: Dim Node 455
Element Type: DimNode 456, GUID: 1CD53F5E-42AB-4120-8D6A-C5CAEA578657, Associated Element GUID: 9084F96E-B747-C381-66F1-3363D06FC316, Text: 100, Length: 1.00, DimNode 456 Bounding Box: [(-91.17, -19.35, 0.00), (-91.16, -19.34, 0.00)], Position: (-91.17, -19.35), Info String: Dim Node 456
Element Type: DimNode 457, GUID: 1CD53F5E-42AB-4120-8D6A-C5CAEA578657, Associated Element GUID: 3CC00D31-B832-1A5F-B76B-B1F38988E0E5, Text: 85, Length: 0.85, DimNode 457 Bounding Box: [(-91.17, -18.50, 0.00), (-91.16, -18.50, 0.00)], Position: (-91.17, -18.50), Info String: Dim Node 457
Element Type: DimNode 458, GUID: 1CD53F5E-42AB-4120-8D6A-C5CAEA578657, Associated Element GUID: A4C2F645-2320-1511-D761-D368E3254A86, Text: 1,120, Length: 11.20, DimNode 458 Bounding Box: [(-91.17, -7.30, 0.00), (-91.16, -7.30, 0.00)], Position: (-91.17, -7.30), Info String: Dim Node 458
Element Type: DimNode 459, GUID: 1CD53F5E-42AB-4120-8D6A-C5CAEA578657, Associated Element GUID: E472169A-043F-D86C-A011-B998020333D9, Text: 85, Length: 0.85, DimNode 459 Bounding Box: [(-91.17, -6.46, 0.00), (-91.16, -6.45, 0.00)], Position: (-91.17, -6.45), Info String: Dim Node 459
Element Type: DimNode 460, GUID: 1CD53F5E-42AB-4120-8D6A-C5CAEA578657, Associated Element GUID: E472169A-043F-D86C-A011-B998020333D9, Text: 100, Length: 1.00, DimNode 460 Bounding Box: [(-91.17, -5.46, 0.00), (-91.16, -5.45, 0.00)], Position: (-91.17, -5.45), Info String: Dim Node 460
Element Type: DimNode 461, GUID: 1CD53F5E-42AB-4120-8D6A-C5CAEA578657, Associated Element GUID: 22981C3C-6F35-89F5-0F33-709AB9856F70, Text: 115, Length: 1.15, DimNode 461 Bounding Box: [(-91.17, -4.31, 0.00), (-91.16, -4.30, 0.00)], Position: (-91.17, -4.30), Info String: Dim Node 461
Element Type: DimNode 462, GUID: 1CD53F5E-42AB-4120-8D6A-C5CAEA578657, Associated Element GUID: 25883D24-EA74-3818-3388-57B3CA08CF03, Text: 550, Length: 5.50, DimNode 462 Bounding Box: [(-91.17, 1.19, 0.00), (-91.16, 1.20, 0.00)], Position: (-91.17, 1.20), Info String: Dim Node 462
Element Type: Dimension, GUID: 1CD53F5E-42AB-4120-8D6A-C5CAEA578657, Dimension Bounding Box: [(-91.26, -27.06, 0.20), (-91.07, 1.26, 0.20)], Length: 28.20, Info String: Dim 27
Element Type: DimNode 463, GUID: B4D13493-F4ED-4CD0-8E06-1FC89335A9A3, Associated Element GUID: A8289BF1-E884-E4C8-4DD9-DB400A4888FE, Text: 0, Length: 0.00, DimNode 463 Bounding Box: [(-88.60, -28.46, 0.00), (-88.60, -28.45, 0.00)], Position: (-88.60, -28.46), Info String: Dim Node 463
